ID_Pesanan,Tanggal,Produk,Kategori,Jumlah,Harga_Satuan,Total_Penjualan
13138,2023-10-08,Mobile Aut,Electronics,4.0,Rp11.616,Rp37.171
13139,2024-04-08,Alat Jus (Juicer) Quidem,Dapur,4.0,Rp57.976,Rp208.713
13140,2025-03-23,Microwave Optio,Dapur,2.0,Rp33.015,Rp62.728
13141,2025-08-15,Women's Wear Ducimus,Pakaian,1.0,Rp58.721,Rp46.976
13142,2025-01-14,Non-Fiksi Reiciendis,Buku,3.0,Rp56.352,Rp169.056
13143,2025-05-31,Headphones Libero,Electronics,4.0,Rp49.556,Rp198.224
13144,2024-11-14,Sugar Rerum,Kebutuhan Pokok,4.0,Rp72.746,Rp290.984
13145,2024-03-02,Alat Jus (Juicer) Rem,Dapur,2.0,Rp7.510,Rp12.767
13146,2025-07-21,Aksesoris Corporis,Pakaian,5.0,Rp65.600,Rp295.200
13147,2023-12-18,Alat Jus (Juicer) Quod,Dapur,2.0,Rp55.871,Rp111.742
13148,2024-11-27,Dumbbells Iusto,Sports,3.0,Rp30.928,Rp92.784
13149,2024-08-22,Spices Quisquam,Kebutuhan Pokok,5.0,Rp19.307,Rp77.228
13150,2024-09-08,Cabinet Dolores,Furnitur,5.0,Rp38.537,Rp192.685
13151,2025-06-04,Yoga Mat Aliquam,Sports,4.0,Rp25.860,Rp103.440
13152,2024-12-30,Face Cream Sit,Beauty,5.0,Rp58.759,Rp235.036
13153,2025-09-17,Pakaian Anak Iure,Pakaian,4.0,Rp932,Rp2.982
13154,2024-11-22,Vase Rerum,Home Decor,5.0,Rp65.586,Rp311.533
13155,2024-09-06,Men's Wear Odit,Pakaian,4.0,Rp74.267,Rp252.507
13156,2024-05-25,RC Car Minima,Toys,5.0,Rp31.541,Rp149.819
13157,2024-02-22,Wheat Distinctio,Kebutuhan Pokok,4.0,Rp18.626,Rp59.603
13158,2024-11-19,Wheat Sed,Kebutuhan Pokok,4.0,Rp57.679,Rp196.108
13159,2024-04-29,Cabinet Magnam,Furnitur,1.0,Rp32.555,Rp29.299
13160,2023-10-29,Headphones Corporis,Electronics,2.0,Rp70.884,Rp113.414
13161,2023-11-26,Cushion Et,Home Decor,3.0,Rp37.434,Rp106.686
13162,2025-06-22,Pakaian Anak Enim,Pakaian,1.0,Rp71.307,Rp71.307
13163,2025-08-22,Mobile Facilis,Electronics,4.0,Rp24.518,Rp78.457
13164,2024-11-22,Cookware Set Eos,Dapur,5.0,Rp72.434,Rp325.953
13165,2024-10-24,Wheat Eum,Kebutuhan Pokok,2.0,Rp48.160,Rp81.872
13166,2024-08-03,Aksesoris Velit,Pakaian,2.0,Rp65.492,Rp104.787
13167,2025-05-15,Yoga Mat Facere,Sports,4.0,Rp14.204,Rp48.293
13168,2025-06-17,Biografi Sed,Buku,5.0,Rp16.483,Rp65.932
13169,2024-08-26,Shoes Consectetur,Pakaian,5.0,Rp10.706,Rp53.530
13170,2025-07-23,Non-Fiksi Omnis,Buku,4.0,Rp1.730,Rp6.228
13171,2025-06-21,Women's Wear Repellendus,Pakaian,3.0,Rp72.618,Rp174.283
13172,2025-01-11,Camera Vero,Electronics,4.0,Rp51.884,Rp166.028
13173,2025-07-10,Mixer Grinder Animi,Dapur,5.0,Rp37.606,Rp169.227
13174,2025-05-09,Cricket Bat Assumenda,Sports,3.0,Rp25.349,Rp64.639
13175,2023-10-08,Comics Esse,Buku,5.0,Rp58.608,Rp263.736
13176,2025-05-18,Cabinet Accusantium,Furnitur,1.0,Rp73.507,Rp58.805
13177,2025-01-23,Cookware Set Necessitatibus,Dapur,3.0,Rp37.202,Rp100.445
13178,2024-11-30,Perfume Exercitationem,Beauty,2.0,Rp41.831,Rp79.478
13179,2024-06-27,Shoes Quia,Pakaian,3.0,Rp17.583,Rp42.199
13180,2025-09-29,Lamp Illo,Home Decor,4.0,Rp25.481,Rp81.539
13181,2024-05-11,Tennis Racket Laboriosam,Sports,1.0,Rp62.606,Rp50.084
13182,2024-11-06,Clock Aut,Home Decor,2.0,Rp43.739,Rp87.478
13183,2024-02-08,Cushion Quibusdam,Home Decor,1.0,Rp5.393,Rp5.123
13184,2024-07-16,Tennis Racket Libero,Sports,4.0,Rp14.964,Rp59.856
13185,2025-07-24,Textbook Enim,Buku,5.0,Rp11.399,Rp48.445
13186,2024-01-23,Smartwatch Assumenda,Electronics,5.0,Rp22.001,Rp104.504
13187,2025-02-10,Table Voluptatum,Furnitur,3.0,Rp68.647,Rp185.346
13188,2025-01-07,Board Game Minima,Toys,3.0,Rp37.653,Rp101.663
13189,2024-12-07,Textbook Voluptates,Buku,4.0,Rp24.371,Rp87.735
13190,2025-05-30,Fiction Ipsum,Buku,4.0,Rp39.663,Rp158.652
13191,2025-03-19,Minyak Sequi,Kebutuhan Pokok,1.0,Rp16.219,Rp16.219
13192,2025-05-07,Cookware Set Odio,Dapur,1.0,Rp63.000,Rp63.000
13193,2025-06-29,Cookware Set Doloribus,Dapur,4.0,Rp17.155,Rp54.896
13194,2024-11-22,Cricket Bat Placeat,Sports,2.0,Rp10.158,Rp18.284
13195,2024-07-06,Face Cream Corrupti,Beauty,1.0,Rp50.823,Rp40.658
13196,2024-07-19,Wheat Delectus,Kebutuhan Pokok,1.0,Rp58.194,Rp58.194
13197,2025-03-24,Doll Nam,Toys,5.0,Rp37.682,Rp169.569
13198,2025-04-09,Textbook Saepe,Buku,5.0,Rp23.752,Rp112.822
13199,2025-07-07,Tennis Racket Voluptatum,Sports,5.0,Rp74.807,Rp374.035
13200,2025-01-06,Comics Quisquam,Buku,3.0,Rp27.799,Rp75.057
13201,2024-10-06,Dumbbells Iste,Sports,4.0,Rp56.706,Rp204.141
13202,2025-05-06,Sugar Ab,Kebutuhan Pokok,1.0,Rp76.879,Rp65.347
13203,2024-11-20,Foundation Deserunt,Beauty,3.0,Rp39.207,Rp111.739
13204,2025-04-28,Mixer Grinder Sed,Dapur,1.0,Rp71.243,Rp60.556
13205,2024-06-23,Microwave Natus,Dapur,3.0,Rp71.312,Rp171.148
13206,2025-10-01,Lamp Animi,Home Decor,2.0,Rp15.322,Rp27.579
13207,2024-11-24,Cricket Bat Debitis,Sports,2.0,Rp32.572,Rp65.144
13208,2025-09-28,Alat Jus (Juicer) Nostrum,Dapur,2.0,Rp17.389,Rp33.039
13209,2024-08-20,Sofa Reiciendis,Furnitur,3.0,Rp48.461,Rp123.575
13210,2024-10-23,Alat Jus (Juicer) Corporis,Dapur,1.0,Rp39.872,Rp35.884
13211,2025-03-11,Mixer Grinder Occaecati,Dapur,3.0,Rp65.351,Rp186.250
13212,2025-01-11,Nasi/Beras Quos,Kebutuhan Pokok,1.0,Rp62.219,Rp52.886
13213,2025-04-02,Smartwatch Sit,Electronics,4.0,Rp69.923,Rp265.707
13214,2025-07-08,Kursi Amet,Furnitur,3.0,Rp70.734,Rp212.202
13215,2024-08-09,Fiction Consectetur,Buku,5.0,Rp7.682,Rp34.569
13216,2024-06-05,Textbook Voluptatem,Buku,5.0,Rp7.331,Rp32.989
13217,2023-12-13,Cookware Set Dolores,Dapur,1.0,Rp21.175,Rp20.116
13218,2025-03-15,Wall Art Odit,Home Decor,1.0,Rp7.828,Rp7.436
13219,2023-12-31,Pakaian Anak Tempore,Pakaian,2.0,Rp52.220,Rp83.552
13220,2024-06-24,Camera Ipsam,Electronics,4.0,Rp20.266,Rp68.904
13221,2025-06-11,Kursi Eveniet,Furnitur,4.0,Rp68.646,Rp219.667
13222,2024-01-01,Spices Eos,Kebutuhan Pokok,1.0,Rp25.473,Rp20.378
13223,2024-03-10,Alat Jus (Juicer) Doloremque,Dapur,4.0,Rp28.239,Rp107.308
13224,2024-06-07,Cricket Bat Officia,Sports,5.0,Rp24.059,Rp114.280
13225,2024-08-06,Nasi/Beras Aliquid,Kebutuhan Pokok,5.0,Rp14.222,Rp67.554
13226,2025-07-30,Clock Magnam,Home Decor,5.0,Rp40.487,Rp172.069
13227,2024-04-13,Football Distinctio,Sports,4.0,Rp77.291,Rp278.247
13228,2024-09-17,Sugar Voluptatum,Kebutuhan Pokok,2.0,Rp38.807,Rp73.733
13229,2023-12-17,Mobile Quod,Electronics,5.0,Rp42.322,Rp179.868
13230,2024-07-22,Cricket Bat Assumenda,Sports,2.0,Rp75.015,Rp120.024
13231,2023-11-11,Shoes Unde,Pakaian,3.0,Rp8.170,Rp24.510
13232,2024-07-04,Non-Fiksi Perferendis,Buku,5.0,Rp4.523,Rp21.484
13233,2024-10-27,Shampoo Minus,Beauty,1.0,Rp48.236,Rp43.412
13234,2025-01-26,Women's Wear Mollitia,Pakaian,1.0,Rp14.394,Rp14.394
13235,2024-02-29,Bed Praesentium,Furnitur,4.0,Rp1.166,Rp4.664
13236,2025-05-30,RC Car Blanditiis,Toys,2.0,Rp4.981,Rp8.467
13237,2024-04-22,Biografi Nisi,Buku,5.0,Rp399,Rp1.995
13238,2024-05-27,Refrigerator Animi,Dapur,3.0,Rp13.033,Rp37.144
13239,2024-10-20,Sugar Sed,Kebutuhan Pokok,1.0,Rp18.197,Rp15.467
13240,2024-06-09,Shampoo Facilis,Beauty,3.0,Rp13.588,Rp40.764
13241,2025-07-16,Aksesoris Maiores,Pakaian,5.0,Rp57.719,Rp259.735
13242,2025-03-20,Bed At,Furnitur,5.0,Rp10.806,Rp48.627
13243,2025-01-16,Men's Wear Ea,Pakaian,2.0,Rp48.008,Rp86.414
13244,2023-11-17,Textbook Reprehenderit,Buku,2.0,Rp64.998,Rp116.996
13245,2025-09-03,Tennis Racket Quos,Sports,3.0,Rp21.046,Rp53.667
13246,2025-02-13,Board Game Modi,Toys,4.0,Rp24.991,Rp94.965
13247,2025-08-06,Perfume Occaecati,Beauty,2.0,Rp65.399,Rp117.718
13248,2024-11-09,Dumbbells In,Sports,1.0,Rp43.064,Rp34.451
13249,2025-05-17,Men's Wear Repellat,Pakaian,5.0,Rp609,Rp2.436
13250,2024-04-10,Cookware Set Occaecati,Dapur,2.0,Rp13.233,Rp22.496
13251,2024-06-01,Comics Esse,Buku,2.0,Rp15.476,Rp26.309
13252,2025-02-13,Tennis Racket Consequuntur,Sports,2.0,Rp46.797,Rp93.594
13253,2023-10-22,Shampoo Labore,Beauty,5.0,Rp7.875,Rp33.468
13254,2024-07-25,Sofa Reprehenderit,Furnitur,1.0,Rp32.825,Rp31.183
13255,2024-10-04,Refrigerator Officiis,Dapur,5.0,Rp51.880,Rp220.490
13256,2024-10-20,Minyak Officiis,Kebutuhan Pokok,1.0,Rp69.578,Rp55.662
13257,2024-12-16,Face Cream Nihil,Beauty,2.0,Rp45.358,Rp81.644
13258,2024-04-03,Doll Nemo,Toys,3.0,Rp65.969,Rp158.325
13259,2023-11-03,Doll Expedita,Toys,5.0,Rp27.369,Rp116.318
13260,2025-06-16,Comics Quam,Buku,4.0,Rp54.332,Rp217.328
13261,2024-02-26,Cricket Bat Quidem,Sports,2.0,Rp43.960,Rp70.336
13262,2025-05-15,Cookware Set Dignissimos,Dapur,2.0,Rp30.008,Rp48.012
13263,2024-01-02,Aksesoris Eius,Pakaian,4.0,Rp52.668,Rp210.672
13264,2023-11-05,Alat Jus (Juicer) Quia,Dapur,3.0,Rp52.002,Rp132.605
13265,2024-04-06,Vase Iusto,Home Decor,2.0,Rp5.497,Rp9.894
13266,2024-08-29,Lamp Repudiandae,Home Decor,3.0,Rp61.035,Rp183.105
13267,2024-04-30,Yoga Mat Ex,Sports,5.0,Rp49.453,Rp210.175
13268,2025-06-02,Camera Nisi,Electronics,4.0,Rp33.648,Rp127.862
13269,2025-04-12,Lamp Possimus,Home Decor,2.0,Rp49.183,Rp88.529
13270,2024-01-06,Comics Praesentium,Buku,4.0,Rp3.541,Rp13.455
13271,2023-10-12,Minyak Error,Kebutuhan Pokok,5.0,Rp60.600,Rp242.400
13272,2024-07-06,Puzzle Illo,Toys,5.0,Rp76.545,Rp325.316
13273,2024-01-05,Foundation Esse,Beauty,4.0,Rp21.421,Rp77.115
13274,2025-01-16,Lamp Neque,Home Decor,3.0,Rp36.252,Rp108.756
13275,2025-03-30,Spices Debitis,Kebutuhan Pokok,4.0,Rp11.581,Rp37.059
13276,2024-12-06,Bed Odit,Furnitur,1.0,Rp15.100,Rp14.345
13277,2025-03-27,Camera Culpa,Electronics,2.0,Rp58.575,Rp111.292
13278,2024-11-19,Dumbbells Doloremque,Sports,4.0,Rp59.422,Rp190.150
13279,2023-10-17,Camera Placeat,Electronics,5.0,Rp41.174,Rp174.989
13280,2025-02-15,Microwave Cum,Dapur,3.0,Rp41.780,Rp100.272
13281,2023-12-31,Laptop Non,Electronics,1.0,Rp56.967,Rp56.967
13282,2025-04-08,Comics A,Buku,3.0,Rp10.123,Rp24.295
13283,2025-02-03,Textbook Illo,Buku,3.0,Rp19.668,Rp50.153
13284,2024-04-23,Alat Jus (Juicer) Hic,Dapur,2.0,Rp74.815,Rp134.667
13285,2023-11-05,Headphones Dolore,Electronics,5.0,Rp23.243,Rp110.404
13286,2025-07-31,Puzzle Libero,Toys,5.0,Rp44.376,Rp177.504
13287,2024-06-18,Smartwatch Saepe,Electronics,3.0,Rp8.733,Rp23.579
13288,2024-10-14,Shampoo Itaque,Beauty,1.0,Rp64.131,Rp54.511
13289,2025-09-21,Action Figure Laboriosam,Toys,5.0,Rp3.306,Rp14.050
13290,2024-10-26,Pakaian Anak Deleniti,Pakaian,5.0,Rp35.132,Rp140.528
13291,2025-06-16,Comics Omnis,Buku,4.0,Rp10.250,Rp32.800
13292,2025-08-27,Puzzle Deserunt,Toys,5.0,Rp78.766,Rp315.064
13293,2025-06-06,Nasi/Beras Doloribus,Kebutuhan Pokok,2.0,Rp53.859,Rp107.718
13294,2024-11-17,Non-Fiksi Autem,Buku,4.0,Rp40.642,Rp162.568
13295,2024-02-14,Nasi/Beras Commodi,Kebutuhan Pokok,2.0,Rp45.332,Rp72.531
13296,2025-07-01,Lipstick Aliquam,Beauty,3.0,Rp61.630,Rp175.645
13297,2023-10-14,Headphones Ipsum,Electronics,1.0,Rp47.166,Rp47.166
13298,2024-02-25,Cabinet Doloribus,Furnitur,1.0,Rp11.904,Rp9.523
13299,2025-08-02,Puzzle Dolore,Toys,1.0,Rp70.745,Rp60.133
13300,2024-07-21,Lamp Enim,Home Decor,5.0,Rp60.463,Rp302.315
13301,2024-05-05,Face Cream Nulla,Beauty,5.0,Rp36.213,Rp181.065
13302,2025-06-23,Shampoo Fuga,Beauty,2.0,Rp6.697,Rp10.715
13303,2025-05-21,Mobile Impedit,Electronics,3.0,Rp57.569,Rp164.071
13304,2025-07-06,Aksesoris Consectetur,Pakaian,2.0,Rp48.332,Rp86.997
13305,2023-12-01,Lamp Dolorum,Home Decor,2.0,Rp53.788,Rp91.439
13306,2024-06-22,Pakaian Anak Suscipit,Pakaian,5.0,Rp10.507,Rp52.535
13307,2025-08-23,Laptop Fuga,Electronics,4.0,Rp7.406,Rp26.661
13308,2025-04-27,Cabinet Deserunt,Furnitur,3.0,Rp9.188,Rp24.807
13309,2025-05-04,Biografi Ullam,Buku,1.0,Rp13.605,Rp10.884
13310,2024-06-10,Alat Jus (Juicer) Dignissimos,Dapur,2.0,Rp76.854,Rp138.337
13311,2025-04-08,Lipstick Ea,Beauty,4.0,Rp2.727,Rp10.362
13312,2023-10-08,Yoga Mat Voluptate,Sports,2.0,Rp59.290,Rp112.651
13313,2023-11-08,RC Car Ducimus,Toys,4.0,Rp56.775,Rp181.680
13314,2025-01-24,Headphones Deleniti,Electronics,4.0,Rp26.031,Rp83.299
13315,2024-05-23,Foundation Aperiam,Beauty,1.0,Rp40.169,Rp34.143
13316,2025-07-06,Biografi Eos,Buku,4.0,Rp64.938,Rp220.789
13317,2023-10-06,Bed Molestiae,Furnitur,3.0,Rp6.457,Rp17.433
13318,2024-07-01,Tennis Racket Quia,Sports,5.0,Rp30.712,Rp122.848
13319,2024-10-17,Laptop Soluta,Electronics,4.0,Rp27.567,Rp110.268
13320,2025-05-20,Cushion Iste,Home Decor,3.0,Rp76.773,Rp195.771
13321,2024-05-30,Cushion Quae,Home Decor,4.0,Rp73.390,Rp264.204
13322,2025-02-06,Dumbbells Dignissimos,Sports,2.0,Rp72.100,Rp144.200
13323,2024-02-29,Fiction Ratione,Buku,5.0,Rp17.491,Rp83.082
13324,2024-07-23,Biografi Voluptates,Buku,2.0,Rp24.784,Rp39.654
13325,2024-04-01,Women's Wear Temporibus,Pakaian,1.0,Rp12.826,Rp12.184
13326,2024-05-23,Non-Fiksi Ipsa,Buku,4.0,Rp8.175,Rp32.700
13327,2024-07-18,Minyak Dignissimos,Kebutuhan Pokok,1.0,Rp66.192,Rp56.263
13328,2023-12-24,Wheat Voluptate,Kebutuhan Pokok,2.0,Rp7.453,Rp14.160
13329,2024-11-10,Camera Inventore,Electronics,5.0,Rp65.830,Rp312.692
13330,2024-10-01,Lamp Libero,Home Decor,5.0,Rp78.716,Rp393.580
13331,2024-05-23,Alat Jus (Juicer) Labore,Dapur,3.0,Rp28.534,Rp81.321
13332,2024-09-25,Headphones Ipsa,Electronics,4.0,Rp54.174,Rp216.696
13333,2025-02-07,Dumbbells Fuga,Sports,5.0,Rp79.697,Rp398.485
13334,2025-06-12,Clock Ex,Home Decor,4.0,Rp21.351,Rp68.323
13335,2024-09-21,Cricket Bat Voluptates,Sports,4.0,Rp51.084,Rp204.336
13336,2024-12-17,Kursi Porro,Furnitur,1.0,Rp10.487,Rp9.962
13337,2025-04-07,Bed Magnam,Furnitur,2.0,Rp45.872,Rp91.744
13338,2024-07-07,Perfume Illum,Beauty,5.0,Rp40.388,Rp171.649
13339,2025-05-01,Non-Fiksi Occaecati,Buku,5.0,Rp53.250,Rp252.937
13340,2023-10-04,Mixer Grinder Quod,Dapur,1.0,Rp39.026,Rp39.026
13341,2024-12-16,Foundation Asperiores,Beauty,1.0,Rp50.440,Rp40.352
13342,2024-11-07,Football Totam,Sports,1.0,Rp40.312,Rp40.312
13343,2024-09-18,Dumbbells Quaerat,Sports,2.0,Rp12.389,Rp24.778
13344,2024-08-20,Smartwatch Vel,Electronics,2.0,Rp77.134,Rp154.268
13345,2025-01-02,Mixer Grinder Consequuntur,Dapur,3.0,Rp33.341,Rp90.020
13346,2024-07-15,Non-Fiksi Voluptatem,Buku,3.0,Rp21.603,Rp64.809
13347,2025-07-19,Laptop Aliquam,Electronics,5.0,Rp58.293,Rp233.172
13348,2024-09-03,Tennis Racket Nobis,Sports,4.0,Rp67.065,Rp268.260
13349,2024-09-03,Laptop Adipisci,Electronics,5.0,Rp23.348,Rp105.066
13350,2025-06-02,Minyak Maxime,Kebutuhan Pokok,3.0,Rp76.247,Rp194.429
13351,2025-07-27,Headphones Enim,Electronics,4.0,Rp31.052,Rp105.576
13352,2025-01-06,RC Car Iste,Toys,4.0,Rp32.469,Rp110.394
13353,2023-10-15,Laptop Doloribus,Electronics,5.0,Rp77.286,Rp347.787
13354,2024-11-15,Comics Quam,Buku,5.0,Rp15.893,Rp79.465
13355,2023-11-17,Mixer Grinder Atque,Dapur,2.0,Rp483,Rp917
13356,2024-08-05,Camera Perspiciatis,Electronics,5.0,Rp53.165,Rp212.660
13357,2024-05-27,Lipstick Omnis,Beauty,4.0,Rp9.894,Rp39.576
13358,2025-06-20,Action Figure Quam,Toys,1.0,Rp67.215,Rp60.493
13359,2025-04-21,Microwave Optio,Dapur,2.0,Rp77.412,Rp154.824
13360,2025-08-24,Cabinet Quasi,Furnitur,2.0,Rp8.143,Rp14.657
13361,2024-07-29,Face Cream Architecto,Beauty,2.0,Rp48.691,Rp97.382
13362,2025-04-18,Refrigerator Iste,Dapur,1.0,Rp2.362,Rp1.889
13363,2025-08-01,Puzzle Rem,Toys,2.0,Rp58.269,Rp93.230
13364,2025-06-25,Perfume Ea,Beauty,1.0,Rp73.892,Rp62.808
13365,2025-04-30,Tennis Racket Sed,Sports,5.0,Rp72.742,Rp327.339
13366,2023-10-27,Fiction Est,Buku,1.0,Rp74.677,Rp67.209
13367,2025-06-05,Sofa Cumque,Furnitur,4.0,Rp48.651,Rp165.413
13368,2024-11-25,Cabinet Voluptates,Furnitur,4.0,Rp57.100,Rp216.980
13369,2025-08-05,Spices Est,Kebutuhan Pokok,3.0,Rp73.722,Rp199.049
13370,2023-12-12,Cabinet Eos,Furnitur,1.0,Rp2.762,Rp2.347
13371,2025-06-08,Kursi Neque,Furnitur,3.0,Rp36.935,Rp105.264
13372,2024-11-20,Lamp Neque,Home Decor,1.0,Rp71.685,Rp64.516
13373,2024-02-09,Puzzle Temporibus,Toys,5.0,Rp64.203,Rp288.913
13374,2024-12-14,Puzzle Nisi,Toys,1.0,Rp6.627,Rp5.632
13375,2024-01-08,Fiction Iusto,Buku,2.0,Rp37.321,Rp70.909
13376,2024-02-20,Aksesoris Ipsa,Pakaian,5.0,Rp73.086,Rp310.615
13377,2025-01-31,Doll Magni,Toys,1.0,Rp49.555,Rp44.599
13378,2024-05-10,Aksesoris Eveniet,Pakaian,3.0,Rp49.562,Rp126.383
13379,2024-02-22,Clock Minima,Home Decor,5.0,Rp66.421,Rp265.684
13380,2025-09-23,Mobile Dolores,Electronics,1.0,Rp6.943,Rp6.595
13381,2023-11-24,Aksesoris Non,Pakaian,2.0,Rp35.085,Rp63.153
13382,2025-09-16,Mixer Grinder Tenetur,Dapur,1.0,Rp10.814,Rp9.732
13383,2025-09-29,Perfume Iusto,Beauty,4.0,Rp33.200,Rp106.240
13384,2025-09-15,Lipstick Modi,Beauty,3.0,Rp9.504,Rp25.660
13385,2025-04-21,Sofa Aut,Furnitur,3.0,Rp72.125,Rp183.918
13386,2023-11-30,Shoes Soluta,Pakaian,1.0,Rp8.316,Rp7.900
13387,2024-02-23,Fiction Sapiente,Buku,5.0,Rp79.450,Rp377.387
13388,2024-05-20,Nasi/Beras Ipsam,Kebutuhan Pokok,2.0,Rp3.881,Rp6.209
13389,2024-12-15,Sofa Dolorem,Furnitur,4.0,Rp35.942,Rp143.768
13390,2024-08-26,Women's Wear Corporis,Pakaian,3.0,Rp43.326,Rp116.980
13391,2025-09-03,Face Cream Dolor,Beauty,5.0,Rp8.638,Rp43.190
13392,2024-04-07,Tennis Racket Laboriosam,Sports,5.0,Rp74.246,Rp334.107
13393,2025-05-29,Cushion Inventore,Home Decor,2.0,Rp70.002,Rp119.003
13394,2024-10-06,Board Game Laudantium,Toys,2.0,Rp7.850,Rp15.700
13395,2025-04-24,Clock Accusantium,Home Decor,2.0,Rp61.479,Rp122.958
13396,2023-10-30,Foundation Consequuntur,Beauty,4.0,Rp7.045,Rp22.544
13397,2024-11-11,Cabinet Optio,Furnitur,1.0,Rp69.250,Rp69.250
13398,2024-07-13,Action Figure Cupiditate,Toys,2.0,Rp58.519,Rp99.482
13399,2025-04-13,Wall Art Illo,Home Decor,3.0,Rp20.230,Rp48.552
13400,2025-07-19,Aksesoris Veritatis,Pakaian,1.0,Rp14.372,Rp12.934
13401,2025-08-07,Action Figure Voluptas,Toys,2.0,Rp19.502,Rp31.203
13402,2024-06-26,Refrigerator Necessitatibus,Dapur,4.0,Rp59.089,Rp189.084
13403,2023-10-10,Clock Voluptate,Home Decor,2.0,Rp59.774,Rp119.548
13404,2025-04-10,Aksesoris Quia,Pakaian,4.0,Rp34.684,Rp110.988
13405,2024-02-24,Sofa Vel,Furnitur,5.0,Rp11.423,Rp51.403
13406,2024-05-04,Fiction Fugit,Buku,2.0,Rp76.361,Rp129.813
13407,2025-03-21,Shampoo Fugit,Beauty,2.0,Rp48.934,Rp88.081
13408,2024-03-31,Men's Wear Iusto,Pakaian,5.0,Rp47.120,Rp188.480
13409,2024-07-22,Face Cream Minus,Beauty,2.0,Rp70.594,Rp141.188
13410,2024-01-31,Wheat Nemo,Kebutuhan Pokok,1.0,Rp11.640,Rp9.894
13411,2025-08-16,Textbook Accusantium,Buku,5.0,Rp18.215,Rp72.860
13412,2025-06-29,Action Figure Nihil,Toys,5.0,Rp28.456,Rp113.824
13413,2023-12-16,Microwave Repudiandae,Dapur,5.0,Rp42.323,Rp169.292
13414,2023-11-24,Biografi Minima,Buku,2.0,Rp51.976,Rp88.359
13415,2023-12-17,Pakaian Anak Eos,Pakaian,1.0,Rp55.600,Rp50.040
13416,2023-10-31,Aksesoris Consequatur,Pakaian,3.0,Rp30.915,Rp92.745
13417,2023-10-16,Pakaian Anak Iusto,Pakaian,5.0,Rp26.928,Rp121.176
13418,2024-02-18,Board Game Necessitatibus,Toys,2.0,Rp48.998,Rp83.296
13419,2024-09-02,Doll Sunt,Toys,3.0,Rp31.073,Rp83.897
13420,2024-09-29,Clock Recusandae,Home Decor,5.0,Rp31.846,Rp159.230
13421,2025-03-05,RC Car Omnis,Toys,1.0,Rp53.601,Rp42.880
13422,2024-11-28,Cabinet Adipisci,Furnitur,3.0,Rp49.771,Rp141.847
13423,2024-03-13,Puzzle Veritatis,Toys,3.0,Rp67.309,Rp171.637
13424,2024-11-08,Sugar At,Kebutuhan Pokok,1.0,Rp22.906,Rp19.470
13425,2024-12-14,Action Figure Enim,Toys,5.0,Rp19.366,Rp82.305
13426,2025-03-04,Mobile Dolorum,Electronics,4.0,Rp53.525,Rp214.100
13427,2023-12-17,Cushion Ex,Home Decor,5.0,Rp43.196,Rp194.382
13428,2023-12-10,Textbook Beatae,Buku,5.0,Rp22.760,Rp102.420
13429,2024-08-16,Yoga Mat Esse,Sports,1.0,Rp38.977,Rp38.977
13430,2024-05-14,Wall Art Saepe,Home Decor,5.0,Rp56.550,Rp282.750
13431,2024-11-18,Biografi Distinctio,Buku,4.0,Rp73.573,Rp264.862
13432,2023-10-13,Cushion Fuga,Home Decor,2.0,Rp15.350,Rp27.630
13433,2024-04-03,Lamp Perspiciatis,Home Decor,5.0,Rp79.131,Rp336.306
13434,2023-10-23,Tennis Racket Laboriosam,Sports,1.0,Rp14.443,Rp12.276
13435,2025-01-20,Clock Assumenda,Home Decor,2.0,Rp78.372,Rp141.069
13436,2025-04-01,Perfume Ducimus,Beauty,4.0,Rp78.646,Rp314.584
13437,2025-07-01,Puzzle Natus,Toys,5.0,Rp46.098,Rp207.441
13438,2025-07-22,Nasi/Beras Tempora,Kebutuhan Pokok,5.0,Rp10.139,Rp45.625
13439,2024-10-02,Wheat Neque,Kebutuhan Pokok,4.0,Rp11.730,Rp42.228
13440,2024-11-19,Shoes Qui,Pakaian,4.0,Rp13.980,Rp53.124
13441,2023-10-06,Pakaian Anak Magni,Pakaian,2.0,Rp11.988,Rp21.578
13442,2025-09-15,Comics Voluptate,Buku,2.0,Rp19.507,Rp37.063
13443,2024-04-08,Men's Wear Delectus,Pakaian,2.0,Rp35.346,Rp63.622
13444,2025-03-25,Lamp Quasi,Home Decor,5.0,Rp9.208,Rp46.040
13445,2023-10-05,Smartwatch Alias,Electronics,5.0,Rp34.780,Rp165.205
13446,2025-01-02,Sofa Necessitatibus,Furnitur,4.0,Rp73.689,Rp294.756
13447,2024-02-25,Refrigerator Recusandae,Dapur,2.0,Rp50.782,Rp101.564
13448,2025-03-02,Nasi/Beras Occaecati,Kebutuhan Pokok,2.0,Rp67.896,Rp129.002
13449,2024-03-03,Lipstick Quaerat,Beauty,4.0,Rp62.447,Rp224.809
13450,2025-03-29,Puzzle Alias,Toys,3.0,Rp65.333,Rp176.399
13451,2025-03-31,Shoes Soluta,Pakaian,3.0,Rp9.467,Rp28.401
13452,2025-01-21,Football Reprehenderit,Sports,2.0,Rp16.217,Rp25.947
13453,2025-09-20,Shampoo Excepturi,Beauty,5.0,Rp47.739,Rp190.956
13454,2024-05-30,Women's Wear Laboriosam,Pakaian,2.0,Rp51.495,Rp82.392
13455,2025-02-19,Football Aliquid,Sports,1.0,Rp17.171,Rp15.453
